Var1,Var2,Corr,Target,Variables,Correlation,abs(Correlation)
ICE,MAINTAC,0.2363874570222734,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
SIZFREEZ,MAINTAC,0.11017723555357917,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
DWASHUSE,MAINTAC,0.28239152546384766,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
CWASHER,MAINTAC,0.250873856905914,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
TOPFRONT,MAINTAC,0.22488506547626733,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
WASHLOAD,MAINTAC,0.2069755601797839,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
RNSETEMP,MAINTAC,0.20690523510176834,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
DRYER,MAINTAC,0.28124795862794894,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
DRYRFUEL,MAINTAC,0.24408545070629245,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
TVCOLOR,MAINTAC,0.19703580221482705,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
TVSIZE3,MAINTAC,0.16871280674822176,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
TVTYPE3,MAINTAC,0.17580652442378206,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
CABLESAT3,MAINTAC,0.17601967292700624,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
DIGITSTB3,MAINTAC,0.16647372815994832,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
PLAYSTA3,MAINTAC,0.17197278745698316,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
COMBOVCRDVD3,MAINTAC,0.1718917188548762,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
VCR3,MAINTAC,0.1711393759794796,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
DVD3,MAINTAC,0.16576442771446712,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
TVAUDIOSYS3,MAINTAC,0.17347010141378663,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
OTHERSTB3,MAINTAC,0.17128753032312888,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
TVONWD3,MAINTAC,0.15417546989064645,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
TVONWE3,MAINTAC,0.15719794144025,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
WELLPUMP,MAINTAC,0.14039719594553987,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
FUELHEAT,MAINTAC,0.09508615741683145,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
HEATROOM,MAINTAC,0.2828037075889237,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
FUELH2O,MAINTAC,0.07524682352478375,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
WHEATOTH,MAINTAC,-0.22040204378790096,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
CENACHP,MAINTAC,0.853034929058516,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
ACOTHERS,MAINTAC,0.8879458429445254,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
MAINTAC,MAINTAC,1.0,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
AGECENAC,MAINTAC,0.7768276738804972,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
ACROOMS,MAINTAC,0.7963542776005779,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
USECENAC,MAINTAC,0.8186291869268081,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
THERMAINAC,MAINTAC,0.8899455452491667,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
PROTHERMAC,MAINTAC,0.7965151307048365,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
TEMPHOMEAC,MAINTAC,0.6318234987886995,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
TEMPGONEAC,MAINTAC,0.6340910910867394,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
TEMPNITEAC,MAINTAC,0.6297840849054003,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
NUMCFAN,MAINTAC,0.29888376050185456,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
USECFAN,MAINTAC,0.22359999319465929,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
SWIMPOOL,MAINTAC,0.20131033548672533,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
NOUTLGTNT,MAINTAC,0.18922963771118656,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
WINDOWS,MAINTAC,0.11147188776411736,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
USENG,MAINTAC,-0.05654843213319088,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
ELWARM,MAINTAC,0.1403092706145606,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
ELWATER,MAINTAC,0.11224983208147903,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
UGWATER,MAINTAC,-0.0397323277598001,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
PELHEAT,MAINTAC,0.13060636129541003,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
PELHOTWA,MAINTAC,0.10759772497252555,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
PELAC,MAINTAC,0.8854544552403751,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
PGASHTWA,MAINTAC,-0.0686776464693029,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
NHSLDMEM,MAINTAC,0.033413645381405434,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
HUPROJ,MAINTAC,-0.21595027109028575,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
TOTSQFT,MAINTAC,0.24434416367173473,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
TOTSQFT_EN,MAINTAC,0.22578162668088925,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
TOTHSQFT,MAINTAC,0.30390495506426085,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
TOTCSQFT,MAINTAC,0.7324100384391464,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
KWH,MAINTAC,0.38870680886175074,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
TOTALDOL,MAINTAC,0.16051226534251223,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
KAVALNG,MAINTAC,-0.10873601658620302,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
PERIODNG,MAINTAC,-0.10378170022834651,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
SCALENG,MAINTAC,-0.1029939970581906,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
OA_LAT,MAINTAC,0.2831190885602214,KWH,MAINTAC,0.38870680886175074,0.38870680886175074
TYPEHUQ,AGECENAC,-0.13632611354622823,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
CDD30YR,AGECENAC,0.3409271481125122,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
KOWNRENT,AGECENAC,-0.1828130599110238,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
NUMFLRS,AGECENAC,-0.08991689233628743,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
NUMAPTS,AGECENAC,-0.08625123180634861,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
STUDIO,AGECENAC,-0.16158985824047464,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
NAPTFLRS,AGECENAC,-0.15811414388010217,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
STORIES,AGECENAC,0.10658398552356704,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
BEDROOMS,AGECENAC,0.18417012779448763,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
NCOMBATH,AGECENAC,0.28055950434385546,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
OTHROOMS,AGECENAC,0.16750777304350853,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
TOTROOMS,AGECENAC,0.19606859722108919,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
PRKGPLC1,AGECENAC,0.24064480313028222,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
OUTGRILL,AGECENAC,0.10750985766521304,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
ICE,AGECENAC,0.19532185605986913,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
SIZFREEZ,AGECENAC,0.10637671220833196,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
DWASHUSE,AGECENAC,0.25186804253895523,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
CWASHER,AGECENAC,0.2309183228858128,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
TOPFRONT,AGECENAC,0.18655640572336038,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
WASHLOAD,AGECENAC,0.18590256558294277,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
RNSETEMP,AGECENAC,0.18969253435004713,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
DRYER,AGECENAC,0.25729906494675564,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
DRYRFUEL,AGECENAC,0.21811941204268975,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
TVCOLOR,AGECENAC,0.1597853526287596,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
TVSIZE3,AGECENAC,0.1329503810713208,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
TVTYPE3,AGECENAC,0.13421870250501827,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
CABLESAT3,AGECENAC,0.13808516583661107,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
DIGITSTB3,AGECENAC,0.1327522977559515,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
PLAYSTA3,AGECENAC,0.13541757189350354,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
COMBOVCRDVD3,AGECENAC,0.13780359720328061,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
VCR3,AGECENAC,0.13752608205736722,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
DVD3,AGECENAC,0.13062805082426154,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
TVAUDIOSYS3,AGECENAC,0.1394253421584056,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
OTHERSTB3,AGECENAC,0.13788914032778665,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
TVONWD3,AGECENAC,0.12273467597073942,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
TVONWE3,AGECENAC,0.12683082228806464,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
WELLPUMP,AGECENAC,0.12044027592250693,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
FUELHEAT,AGECENAC,0.05787176287779715,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
HEATROOM,AGECENAC,0.24577042841348307,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
FUELH2O,AGECENAC,0.04883828919170741,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
WHEATOTH,AGECENAC,-0.2084089031237413,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
CENACHP,AGECENAC,0.8008811781462828,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
ACOTHERS,AGECENAC,0.8635357734847061,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
MAINTAC,AGECENAC,0.7768276738804972,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
AGECENAC,AGECENAC,1.0,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
ACROOMS,AGECENAC,0.751773439953732,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
USECENAC,AGECENAC,0.7687894310171074,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
THERMAINAC,AGECENAC,0.8641070273613565,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
PROTHERMAC,AGECENAC,0.7458867797493522,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
TEMPHOMEAC,AGECENAC,0.5713522664056199,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
TEMPGONEAC,AGECENAC,0.5720440187764144,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
TEMPNITEAC,AGECENAC,0.5725392907206968,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
NUMCFAN,AGECENAC,0.25701453048990885,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
USECFAN,AGECENAC,0.20105748134967666,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
SWIMPOOL,AGECENAC,0.1719283111245093,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
NOUTLGTNT,AGECENAC,0.15808121740297867,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
WINDOWS,AGECENAC,0.0816848040999202,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
USENG,AGECENAC,-0.02667598230024009,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
ELWARM,AGECENAC,0.11666861633247423,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
ELWATER,AGECENAC,0.08601468160259021,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
UGWATER,AGECENAC,-0.01294959553016239,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
PELHEAT,AGECENAC,0.10756459904267897,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
PELHOTWA,AGECENAC,0.08187597786870292,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
PELAC,AGECENAC,0.860981071539831,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
PGASHTWA,AGECENAC,-0.04345343476298495,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
NHSLDMEM,AGECENAC,0.020209037307335732,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
HUPROJ,AGECENAC,-0.18637158894997727,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
TOTSQFT,AGECENAC,0.21204787242915193,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
TOTSQFT_EN,AGECENAC,0.19469548856466673,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
TOTHSQFT,AGECENAC,0.26722734219118227,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
TOTCSQFT,AGECENAC,0.6857393303423513,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
KWH,AGECENAC,0.33523809147078076,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
TOTALDOL,AGECENAC,0.12634903202892814,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
KAVALNG,AGECENAC,-0.0831715994217936,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
PERIODNG,AGECENAC,-0.07984847367740701,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
SCALENG,AGECENAC,-0.07802001192663907,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
OA_LAT,AGECENAC,0.23520926515565468,KWH,AGECENAC,0.33523809147078076,0.33523809147078076
TYPEHUQ,ACROOMS,-0.29743020323094416,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
CDD30YR,ACROOMS,0.3212330992660987,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
KOWNRENT,ACROOMS,-0.3421635325577041,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
NUMFLRS,ACROOMS,-0.24716572967853262,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
NUMAPTS,ACROOMS,-0.246278970167446,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
STUDIO,ACROOMS,-0.33917214381735716,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
NAPTFLRS,ACROOMS,-0.3341012797044793,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
STORIES,ACROOMS,0.3115639875176511,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
BEDROOMS,ACROOMS,0.46305029327223357,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
NCOMBATH,ACROOMS,0.4906059700063696,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
OTHROOMS,ACROOMS,0.47215999609815507,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
TOTROOMS,ACROOMS,0.5323972766386231,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
PRKGPLC1,ACROOMS,0.44581666835216777,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
OUTGRILL,ACROOMS,0.25073554002655746,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
ICE,ACROOMS,0.3455828135449926,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
SIZFREEZ,ACROOMS,0.19968343763298949,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
DWASHUSE,ACROOMS,0.3793815001522398,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
CWASHER,ACROOMS,0.34314492599181184,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
TOPFRONT,ACROOMS,0.331198083251672,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
WASHLOAD,ACROOMS,0.32854467590827213,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
RNSETEMP,ACROOMS,0.2819446080426439,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
DRYER,ACROOMS,0.37093721452240686,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
DRYRFUEL,ACROOMS,0.2990241571759941,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
TVCOLOR,ACROOMS,0.3145676441908873,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
TVSIZE3,ACROOMS,0.272969011785942,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
TVTYPE3,ACROOMS,0.2766821824353954,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
CABLESAT3,ACROOMS,0.2798902087261667,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
DIGITSTB3,ACROOMS,0.26705045347002954,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
PLAYSTA3,ACROOMS,0.2740155426088691,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
COMBOVCRDVD3,ACROOMS,0.2748956866505079,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
VCR3,ACROOMS,0.27091627802925694,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
DVD3,ACROOMS,0.26803999721577,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
TVAUDIOSYS3,ACROOMS,0.27654581740969564,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
OTHERSTB3,ACROOMS,0.27329646457845386,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
TVONWD3,ACROOMS,0.25002125832944855,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
TVONWE3,ACROOMS,0.25522789120082895,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
WELLPUMP,ACROOMS,0.28232504780831735,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
FUELHEAT,ACROOMS,0.032297829779185654,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
HEATROOM,ACROOMS,0.5735869069008175,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
FUELH2O,ACROOMS,0.00991116009645598,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
WHEATOTH,ACROOMS,-0.2766340691593573,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
CENACHP,ACROOMS,0.8240596164953348,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
ACOTHERS,ACROOMS,0.8460090627231592,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
MAINTAC,ACROOMS,0.7963542776005779,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
AGECENAC,ACROOMS,0.751773439953732,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
ACROOMS,ACROOMS,1.0,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
USECENAC,ACROOMS,0.8009907247839095,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
THERMAINAC,ACROOMS,0.8676669005836313,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
PROTHERMAC,ACROOMS,0.8154098497915769,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
TEMPHOMEAC,ACROOMS,0.6285270502727366,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
TEMPGONEAC,ACROOMS,0.6231614825281196,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
TEMPNITEAC,ACROOMS,0.6281112728003673,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
NUMCFAN,ACROOMS,0.40405567059160086,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
USECFAN,ACROOMS,0.2705466452371313,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
SWIMPOOL,ACROOMS,0.3645589391219208,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
NOUTLGTNT,ACROOMS,0.3280153920372284,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
WINDOWS,ACROOMS,0.30183429815545476,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
USENG,ACROOMS,0.009419493885351257,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
ELWARM,ACROOMS,0.09333464789000767,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
ELWATER,ACROOMS,0.04312375183545069,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
UGWATER,ACROOMS,0.018818209931974215,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
PELHEAT,ACROOMS,0.07745314251890836,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
PELHOTWA,ACROOMS,0.035534325386286314,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
PELAC,ACROOMS,0.8417076600160511,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
PGASHTWA,ACROOMS,-0.026252781744572858,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
NHSLDMEM,ACROOMS,0.1539473857423461,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
HUPROJ,ACROOMS,-0.34649961493837605,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
TOTSQFT,ACROOMS,0.4648845841275671,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
TOTSQFT_EN,ACROOMS,0.442851048642722,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
TOTHSQFT,ACROOMS,0.5219347586540953,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
TOTCSQFT,ACROOMS,0.8864900165449564,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
KWH,ACROOMS,0.4889982552081782,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
TOTALDOL,ACROOMS,0.32293136121170646,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
KAVALNG,ACROOMS,-0.06914010152069563,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
PERIODNG,ACROOMS,-0.06462881859605737,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
SCALENG,ACROOMS,-0.062028933925292344,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
OA_LAT,ACROOMS,0.24781836252351686,KWH,ACROOMS,0.4889982552081782,0.4889982552081782
TYPEHUQ,USECENAC,-0.1685209418790151,KWH,USECENAC,0.45814798408956986,0.45814798408956986
CDD30YR,USECENAC,0.4751593557819004,KWH,USECENAC,0.45814798408956986,0.45814798408956986
KOWNRENT,USECENAC,-0.21915355509066795,KWH,USECENAC,0.45814798408956986,0.45814798408956986
NUMFLRS,USECENAC,-0.12063825569201966,KWH,USECENAC,0.45814798408956986,0.45814798408956986
NUMAPTS,USECENAC,-0.11800002449522534,KWH,USECENAC,0.45814798408956986,0.45814798408956986
STUDIO,USECENAC,-0.1969051020373267,KWH,USECENAC,0.45814798408956986,0.45814798408956986
NAPTFLRS,USECENAC,-0.19329857146229443,KWH,USECENAC,0.45814798408956986,0.45814798408956986
STORIES,USECENAC,0.1215742716596499,KWH,USECENAC,0.45814798408956986,0.45814798408956986
BEDROOMS,USECENAC,0.22516730715586813,KWH,USECENAC,0.45814798408956986,0.45814798408956986
NCOMBATH,USECENAC,0.35103167122215806,KWH,USECENAC,0.45814798408956986,0.45814798408956986
OTHROOMS,USECENAC,0.19957458692613322,KWH,USECENAC,0.45814798408956986,0.45814798408956986
TOTROOMS,USECENAC,0.23589782660464914,KWH,USECENAC,0.45814798408956986,0.45814798408956986
PRKGPLC1,USECENAC,0.28249113819592436,KWH,USECENAC,0.45814798408956986,0.45814798408956986
OUTGRILL,USECENAC,0.13714246688850393,KWH,USECENAC,0.45814798408956986,0.45814798408956986
ICE,USECENAC,0.25569978542585814,KWH,USECENAC,0.45814798408956986,0.45814798408956986
SIZFREEZ,USECENAC,0.12424566855284049,KWH,USECENAC,0.45814798408956986,0.45814798408956986
DWASHUSE,USECENAC,0.3056366957492153,KWH,USECENAC,0.45814798408956986,0.45814798408956986
CWASHER,USECENAC,0.2645183170454804,KWH,USECENAC,0.45814798408956986,0.45814798408956986
TOPFRONT,USECENAC,0.22452848253511756,KWH,USECENAC,0.45814798408956986,0.45814798408956986
WASHLOAD,USECENAC,0.23981224606729865,KWH,USECENAC,0.45814798408956986,0.45814798408956986
RNSETEMP,USECENAC,0.22331262173377897,KWH,USECENAC,0.45814798408956986,0.45814798408956986
DRYER,USECENAC,0.29264837431597407,KWH,USECENAC,0.45814798408956986,0.45814798408956986
DRYRFUEL,USECENAC,0.2798884466062064,KWH,USECENAC,0.45814798408956986,0.45814798408956986
TVCOLOR,USECENAC,0.20446430408620425,KWH,USECENAC,0.45814798408956986,0.45814798408956986
TVSIZE3,USECENAC,0.17365060730888848,KWH,USECENAC,0.45814798408956986,0.45814798408956986
TVTYPE3,USECENAC,0.17826204280358646,KWH,USECENAC,0.45814798408956986,0.45814798408956986
CABLESAT3,USECENAC,0.18260768866197694,KWH,USECENAC,0.45814798408956986,0.45814798408956986
DIGITSTB3,USECENAC,0.17011638543048296,KWH,USECENAC,0.45814798408956986,0.45814798408956986
PLAYSTA3,USECENAC,0.17812696507374512,KWH,USECENAC,0.45814798408956986,0.45814798408956986
COMBOVCRDVD3,USECENAC,0.17817704833307077,KWH,USECENAC,0.45814798408956986,0.45814798408956986
VCR3,USECENAC,0.17434940772541013,KWH,USECENAC,0.45814798408956986,0.45814798408956986
DVD3,USECENAC,0.17168754998831698,KWH,USECENAC,0.45814798408956986,0.45814798408956986
TVAUDIOSYS3,USECENAC,0.1785588123771035,KWH,USECENAC,0.45814798408956986,0.45814798408956986
OTHERSTB3,USECENAC,0.17621417027212863,KWH,USECENAC,0.45814798408956986,0.45814798408956986
TVONWD3,USECENAC,0.16291165397709712,KWH,USECENAC,0.45814798408956986,0.45814798408956986
TVONWE3,USECENAC,0.16550291223969327,KWH,USECENAC,0.45814798408956986,0.45814798408956986
WELLPUMP,USECENAC,0.14949752137702968,KWH,USECENAC,0.45814798408956986,0.45814798408956986
FUELHEAT,USECENAC,0.11349150217752153,KWH,USECENAC,0.45814798408956986,0.45814798408956986
HEATROOM,USECENAC,0.29483912386217004,KWH,USECENAC,0.45814798408956986,0.45814798408956986
FUELH2O,USECENAC,0.10286483765000383,KWH,USECENAC,0.45814798408956986,0.45814798408956986
WHEATOTH,USECENAC,-0.22855871757512758,KWH,USECENAC,0.45814798408956986,0.45814798408956986
CENACHP,USECENAC,0.8446988786106782,KWH,USECENAC,0.45814798408956986,0.45814798408956986
ACOTHERS,USECENAC,0.8728803574356476,KWH,USECENAC,0.45814798408956986,0.45814798408956986
MAINTAC,USECENAC,0.8186291869268081,KWH,USECENAC,0.45814798408956986,0.45814798408956986
AGECENAC,USECENAC,0.7687894310171074,KWH,USECENAC,0.45814798408956986,0.45814798408956986
ACROOMS,USECENAC,0.8009907247839095,KWH,USECENAC,0.45814798408956986,0.45814798408956986
USECENAC,USECENAC,1.0,KWH,USECENAC,0.45814798408956986,0.45814798408956986
THERMAINAC,USECENAC,0.8795942542400547,KWH,USECENAC,0.45814798408956986,0.45814798408956986
PROTHERMAC,USECENAC,0.7719188471939019,KWH,USECENAC,0.45814798408956986,0.45814798408956986
